Rk,School,G,Pts,Cmp,Att,Pct,Yds,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,Pass,Rush,Pen,Tot,No.,Yds,Fum,Int,TO,year
84,Ohio,10,29.7,19.3,30.7,62.9,240.2,1.9,37.7,192.6,5.1,1.8,68.4,432.8,6.3,9.7,10.2,1.5,21.4,6.0,53.3,0.4,0.2,0.6,2019
85,Texas State,9,29.9,16.3,26.6,61.5,186.4,1.6,46.3,221.7,4.8,2.1,72.9,408.1,5.6,8.4,11.1,1.4,21.0,6.1,57.4,0.8,0.8,1.6,2019
86,Washington State,9,30.1,19.6,30.4,64.2,253.9,1.6,38.6,193.7,5.0,2.0,69.0,447.6,6.5,10.3,10.2,2.2,22.8,6.6,56.1,0.9,0.7,1.6,2019
87,Coastal Carolina,9,30.2,17.9,25.0,71.6,193.7,1.9,39.8,177.9,4.5,2.1,64.8,371.6,5.7,8.6,10.3,1.4,20.2,6.3,53.8,0.3,0.8,1.1,2019
88,Mississippi State,9,30.2,16.2,27.3,59.3,227.3,1.7,33.8,162.1,4.8,2.1,61.1,389.4,6.4,9.9,8.3,1.3,19.6,4.6,40.3,1.2,0.8,2.0,2019
89,South Alabama,9,30.3,16.7,25.8,64.7,212.6,1.8,43.3,198.0,4.6,1.3,69.1,410.6,5.9,9.2,10.4,1.1,20.8,7.4,64.7,0.7,0.9,1.6,2019
90,Syracuse,9,30.7,18.4,34.3,53.7,259.3,1.6,40.3,197.3,4.9,2.4,74.7,456.7,6.1,11.0,9.6,2.4,23.0,6.2,53.9,1.0,0.8,1.8,2019
91,Texas,9,30.7,23.0,36.0,63.9,299.6,2.1,34.3,148.0,4.3,1.0,70.3,447.6,6.4,12.4,8.1,2.0,22.6,4.9,45.4,0.4,1.2,1.7,2019
92,Fresno State,10,30.9,22.5,36.9,61.0,266.6,1.7,37.7,156.1,4.1,2.0,74.6,422.7,5.7,10.8,10.5,1.6,22.9,6.5,61.6,0.9,1.1,2.0,2019
93,Kent State,10,30.9,14.9,24.8,60.1,206.3,1.1,49.0,255.0,5.2,2.7,73.8,461.3,6.3,8.9,13.5,2.0,24.4,6.6,64.3,0.8,0.4,1.2,2019
94,Oregon State,9,30.9,18.9,31.0,60.9,244.4,2.0,43.8,192.7,4.4,1.8,74.8,437.1,5.8,10.7,10.8,2.8,24.2,5.6,50.1,0.3,0.6,0.9,2019
95,Middle Tennessee State,9,31.1,21.1,32.8,64.4,260.3,1.9,42.6,210.2,4.9,1.7,75.3,470.6,6.2,11.2,12.1,0.9,24.2,5.6,42.0,0.9,0.8,1.7,2019
96,Eastern Michigan,10,31.3,18.5,29.2,63.4,241.4,1.7,41.4,193.8,4.7,2.5,70.6,435.2,6.2,10.2,10.6,1.2,22.1,6.2,62.5,0.7,0.8,1.5,2019
97,Colorado State,9,32.0,16.0,28.2,56.7,191.0,1.6,39.6,204.7,5.2,2.0,67.8,395.7,5.8,7.7,9.8,2.6,20.0,7.1,59.3,0.7,0.6,1.2,2019
98,UCLA,9,32.0,22.3,34.4,64.8,294.3,2.8,33.9,137.2,4.0,1.2,68.3,431.6,6.3,12.9,6.7,1.3,20.9,6.6,51.9,0.8,0.4,1.2,2019
99,Boston College,10,32.1,22.3,34.3,65.0,302.3,2.5,39.9,184.6,4.6,1.3,74.2,486.9,6.6,12.6,8.7,1.1,22.4,6.2,46.0,0.4,0.9,1.3,2019
100,Troy,9,32.1,19.6,30.6,64.0,264.6,2.1,38.4,143.7,3.7,1.7,69.0,408.2,5.9,10.3,8.7,2.0,21.0,7.1,66.4,0.6,0.7,1.2,2019
101,West Virginia,9,32.1,19.1,29.6,64.7,248.9,1.9,43.4,173.0,4.0,2.0,73.0,421.9,5.8,11.0,10.9,1.8,23.7,6.4,61.2,0.7,0.4,1.1,2019
102,UTSA,9,32.2,15.7,25.3,61.8,201.4,1.7,37.1,203.2,5.5,2.2,62.4,404.7,6.5,10.0,10.1,2.2,21.9,5.1,46.6,0.8,0.6,1.3,2019
103,Colorado,10,32.3,23.2,35.4,65.5,308.9,2.5,33.6,160.9,4.8,1.7,69.0,469.8,6.8,13.1,8.3,1.3,22.7,5.9,61.7,0.6,1.0,1.6,2019
104,Nevada,10,32.4,19.3,33.0,58.5,261.0,2.4,34.0,143.2,4.2,1.4,67.0,404.2,6.0,11.1,7.9,1.0,20.0,5.9,51.3,0.6,1.0,1.6,2019
105,Houston,9,32.6,21.9,36.2,60.4,289.6,2.6,32.9,171.0,5.2,1.6,69.1,460.6,6.7,11.7,8.4,1.6,21.3,8.8,79.7,0.4,0.6,1.0,2019
106,SMU,10,32.7,22.9,39.1,58.6,301.5,3.0,35.2,124.3,3.5,0.8,74.3,425.8,5.7,12.9,6.4,2.5,21.8,8.6,85.4,0.9,0.9,1.8,2019
107,Tulsa,10,32.8,15.5,27.8,55.8,210.8,1.0,42.4,201.5,4.8,2.8,70.2,412.3,5.9,8.1,9.0,2.6,19.7,9.1,79.4,1.1,0.5,1.6,2019
108,San Jose State,10,32.9,16.9,27.7,61.0,217.3,1.3,49.6,235.5,4.7,2.6,77.3,452.8,5.9,9.4,13.3,1.3,24.0,8.8,79.2,0.7,1.4,2.1,2019
109,East Carolina,10,33.1,18.8,30.2,62.3,237.5,1.6,41.9,206.1,4.9,2.6,72.1,443.6,6.2,10.8,10.9,1.8,23.5,7.9,68.7,0.5,0.8,1.3,2019
110,Kansas,9,33.3,19.8,30.8,64.3,237.9,1.7,47.1,235.3,5.0,2.3,77.9,473.2,6.1,11.0,13.1,1.8,25.9,7.3,68.2,0.2,0.4,0.7,2019
111,Louisville,9,34.1,20.4,34.1,59.9,258.6,2.8,37.2,180.0,4.8,1.9,71.3,438.6,6.1,11.3,8.6,1.7,21.6,5.9,44.1,0.7,0.7,1.3,2019
112,Maryland,10,34.3,21.5,33.3,64.6,268.7,2.1,40.4,174.8,4.3,2.2,73.7,443.5,6.0,10.7,9.9,1.6,22.2,6.6,59.0,0.6,0.7,1.3,2019
113,North Texas,10,34.4,20.5,33.3,61.6,235.5,1.4,39.2,194.9,5.0,2.7,72.5,430.4,5.9,10.4,9.6,2.2,22.2,4.3,36.1,0.6,0.4,1.0,2019
114,UNLV,9,34.4,16.8,29.8,56.3,222.3,1.3,37.6,204.7,5.4,2.4,67.3,427.0,6.3,9.6,8.8,1.7,20.0,5.9,63.0,0.3,0.3,0.7,2019
115,Bowling Green State,10,34.8,17.4,26.1,66.7,229.4,2.1,41.0,211.7,5.2,2.3,67.1,441.1,6.6,9.9,9.5,1.8,21.2,5.0,43.8,0.7,0.7,1.4,2019
116,Vanderbilt,9,35.0,19.7,30.7,64.1,268.8,2.3,37.7,197.0,5.2,2.0,68.3,465.8,6.8,10.7,10.3,2.3,23.3,7.7,72.3,0.4,0.6,1.0,2019
117,Charlotte,10,35.5,16.3,24.1,67.6,212.1,2.2,38.6,198.7,5.1,2.1,62.7,410.8,6.6,8.9,9.3,1.4,19.6,6.2,57.9,0.4,0.5,0.9,2019
118,UTEP,9,35.6,20.4,30.4,67.2,259.8,2.7,35.7,173.4,4.9,1.7,66.1,433.2,6.6,12.3,8.3,1.6,22.2,5.3,47.7,0.4,0.4,0.9,2019
119,New Mexico,9,35.8,23.9,37.6,63.6,340.4,2.6,36.9,149.8,4.1,1.9,74.4,490.2,6.6,13.0,7.3,2.4,22.8,7.6,64.8,0.6,0.2,0.8,2019
120,Arkansas State,9,36.0,22.9,36.9,62.0,272.0,1.6,40.6,216.3,5.3,3.0,77.4,488.3,6.3,12.2,10.0,2.1,24.3,5.2,54.2,0.4,0.8,1.2,2019
121,Georgia State,9,36.0,19.9,29.7,67.0,256.3,2.0,38.3,208.0,5.4,2.6,68.0,464.3,6.8,10.2,10.8,1.4,22.4,6.1,53.8,0.6,0.7,1.2,2019
122,Arkansas,10,36.2,18.7,28.6,65.4,221.3,2.1,41.9,226.0,5.4,2.2,70.5,447.3,6.3,10.4,10.8,1.6,22.8,5.8,52.8,0.9,0.5,1.4,2019
123,Akron,10,36.3,16.9,25.2,67.1,193.6,1.9,46.8,207.3,4.4,2.3,72.0,400.9,5.6,8.7,11.5,1.5,21.7,5.5,50.3,0.4,0.3,0.7,2019
124,Hawaii,10,36.4,20.1,33.8,59.5,246.0,2.0,35.0,205.3,5.9,2.6,68.8,451.3,6.6,11.3,10.0,2.2,23.5,7.2,61.2,0.4,0.7,1.1,2019
125,Rutgers,9,36.7,17.7,29.3,60.2,232.6,1.7,39.7,198.1,5.0,2.7,69.0,430.7,6.2,10.2,9.3,2.6,22.2,5.9,50.8,0.2,0.4,0.7,2019
126,Arizona,9,37.3,25.4,39.8,64.0,312.8,2.3,35.0,169.1,4.8,2.2,74.8,481.9,6.4,13.6,9.4,1.8,24.8,7.0,62.3,0.4,1.0,1.4,2019
127,Louisiana-Monroe,9,37.8,19.2,31.2,61.6,244.2,2.0,43.4,255.1,5.9,2.7,74.7,499.3,6.7,9.6,13.2,1.8,24.6,6.6,57.9,0.8,1.0,1.8,2019
128,Connecticut,10,40.6,16.7,26.4,63.3,223.3,2.4,38.5,229.1,6.0,2.8,64.9,452.4,7.0,9.9,10.9,2.4,23.2,6.1,58.3,0.7,0.5,1.2,2019
129,New Mexico State,9,42.2,17.4,27.1,64.3,207.7,1.9,44.2,285.3,6.5,2.9,71.3,493.0,6.9,9.7,13.0,0.8,23.4,4.8,39.2,0.7,0.2,0.9,2019
130,Massachusetts,10,53.1,18.9,27.7,68.2,276.1,2.8,45.5,291.8,6.4,4.1,73.2,567.9,7.8,11.7,13.8,1.3,26.8,4.1,39.3,0.9,0.8,1.7,2019
1,Clemson,15,13.1,15.9,29.8,53.2,189.6,0.9,38.4,101.9,2.7,0.5,68.2,291.5,4.3,7.7,6.4,1.5,15.6,6.5,51.9,0.8,0.8,1.6,2018
2,Mississippi State,13,13.2,16.9,30.6,55.3,168.0,0.6,33.1,95.8,2.9,0.5,63.7,263.8,4.1,7.5,6.9,1.8,16.3,4.8,36.5,0.5,1.0,1.5,2018
3,Fresno State,14,14.1,16.5,31.9,51.7,189.4,1.1,36.2,132.2,3.7,0.6,68.1,321.6,4.7,8.9,7.6,1.4,17.8,5.0,41.1,0.5,1.4,1.9,2018
4,Appalachian State,13,15.5,16.2,28.5,56.6,162.2,0.6,36.4,125.9,3.5,0.9,64.9,288.1,4.4,7.5,7.0,1.5,16.0,6.0,46.8,0.5,1.3,1.8,2018
5,Washington,14,16.4,21.1,32.6,64.6,190.1,0.9,32.9,116.1,3.5,0.9,65.6,306.2,4.7,9.6,6.3,1.0,16.9,5.3,43.7,0.6,0.8,1.4,2018
6,Kentucky,13,16.8,16.6,28.9,57.4,186.3,1.1,35.4,146.8,4.2,0.9,64.3,333.2,5.2,7.8,7.9,1.6,17.4,7.8,66.4,0.8,0.7,1.5,2018
7,UAB,14,17.0,15.3,28.1,54.3,181.0,1.0,34.4,118.2,3.4,0.9,62.5,299.2,4.8,7.6,6.6,3.1,17.3,4.5,42.6,0.8,0.6,1.4,2018
8,Cincinnati,13,17.2,15.2,31.1,48.8,190.5,1.5,33.5,111.2,3.3,0.7,64.6,301.7,4.7,7.8,4.9,2.6,15.4,6.2,54.7,0.6,0.9,1.5,2018
9,Michigan State,13,17.2,21.5,36.7,58.7,225.2,1.1,30.2,77.9,2.6,0.6,66.8,303.2,4.5,10.7,4.2,1.5,16.4,5.2,48.8,0.7,1.1,1.8,2018
10,Army,13,17.7,14.8,25.2,58.8,188.8,1.3,27.7,106.5,3.8,0.9,52.9,295.3,5.6,8.2,6.0,1.5,15.7,5.5,42.2,1.0,0.4,1.4,2018
11,Iowa,13,17.8,17.7,30.9,57.2,184.1,1.5,33.5,110.7,3.3,0.7,64.4,294.8,4.6,7.5,7.8,1.2,16.5,5.9,56.0,0.5,1.5,2.1,2018
12,Alabama,15,18.1,16.3,31.0,52.5,198.3,1.5,34.3,122.0,3.6,0.7,65.3,320.3,4.9,8.7,6.2,1.9,16.9,6.1,51.7,0.5,0.9,1.4,2018
13,Notre Dame,13,18.2,21.2,37.3,56.9,207.9,0.8,36.3,139.5,3.8,1.2,73.6,347.4,4.7,10.8,7.3,1.8,19.9,5.0,42.2,0.7,0.9,1.6,2018
14,Auburn,13,19.2,18.0,32.5,55.5,219.5,1.2,36.3,136.4,3.8,0.7,68.8,355.8,5.2,9.4,7.3,2.4,19.0,6.9,55.3,0.5,1.1,1.6,2018
15,Georgia,14,19.2,18.4,30.2,61.0,180.3,0.9,33.4,134.0,4.0,1.3,63.6,314.3,4.9,8.6,7.1,1.4,17.1,4.8,37.5,0.6,0.6,1.2,2018
16,Michigan,13,19.4,12.5,25.4,49.4,141.8,1.0,34.6,133.5,3.9,1.2,60.0,275.2,4.6,6.2,6.9,2.7,15.8,5.8,56.0,0.5,0.8,1.3,2018
17,Utah,14,19.4,19.4,33.4,58.1,215.3,1.3,34.5,101.4,2.9,1.0,67.9,316.6,4.7,9.2,5.9,2.0,17.1,4.6,44.0,0.4,1.1,1.5,2018
18,Miami (FL),13,19.5,13.0,24.4,53.3,135.6,0.8,40.2,143.1,3.6,1.2,64.5,278.7,4.3,6.2,8.2,1.4,15.8,4.8,47.0,0.7,1.2,1.9,2018
19,Southern Mississippi,11,19.8,16.3,30.5,53.4,175.6,1.2,30.5,102.9,3.4,0.9,61.0,278.5,4.6,8.1,5.4,1.2,14.6,5.1,50.6,0.8,1.3,2.1,2018
20,Florida,13,20.0,15.8,29.2,54.2,178.9,1.2,37.6,159.8,4.2,1.0,66.8,338.7,5.1,7.6,8.1,2.1,17.8,6.7,52.4,0.8,1.1,1.9,2018
21,Virginia,13,20.1,15.1,28.7,52.5,183.0,0.9,34.0,147.5,4.3,1.2,62.7,330.5,5.3,8.4,7.1,0.9,16.3,5.5,52.1,0.3,1.3,1.6,2018
22,California,13,20.4,17.2,29.8,57.6,174.8,1.0,39.3,142.3,3.6,1.0,69.1,317.2,4.6,7.9,8.2,1.4,17.5,6.2,54.6,0.5,1.6,2.2,2018
23,Penn State,13,20.5,17.2,32.0,53.6,181.5,1.1,42.2,169.0,4.0,1.2,74.2,350.5,4.7,8.8,9.4,1.8,20.0,7.4,66.8,0.5,1.0,1.5,2018
24,Brigham Young,13,21.4,19.9,33.0,60.4,193.6,1.0,35.5,130.5,3.7,1.7,68.5,324.1,4.7,9.2,7.8,1.5,18.5,6.1,49.3,0.7,0.7,1.4,2018
25,Georgia Southern,13,21.5,18.4,29.7,61.9,216.5,1.1,35.7,140.6,3.9,1.6,65.4,357.2,5.5,9.5,7.9,1.3,18.7,5.5,46.7,0.9,1.2,2.1,2018
26,LSU,13,21.8,17.2,34.5,49.7,200.1,1.4,35.8,138.6,3.9,1.2,70.4,338.7,4.8,8.9,8.2,2.4,19.5,7.8,69.7,0.6,1.3,1.9,2018
27,Marshall,13,21.8,19.7,34.9,56.4,234.5,1.3,35.3,104.2,3.0,1.1,70.2,338.7,4.8,10.0,6.1,2.5,18.6,6.5,54.3,0.9,0.9,1.8,2018
28,Troy,13,22.0,17.5,29.8,58.5,219.2,1.5,39.1,128.7,3.3,1.2,68.9,347.9,5.0,9.3,7.8,1.5,18.5,5.8,52.4,1.0,1.4,2.4,2018
29,Wyoming,12,22.0,20.1,32.8,61.2,196.7,1.3,35.3,129.5,3.7,1.4,68.2,326.2,4.8,9.3,8.0,1.3,18.6,5.9,48.1,0.4,0.8,1.3,2018
30,Boise State,13,22.1,18.5,29.4,62.8,233.0,1.3,33.7,122.9,3.6,1.2,63.1,355.9,5.6,9.5,7.0,1.4,17.8,6.0,45.8,1.3,0.5,1.8,2018
31,Eastern Michigan,13,22.1,14.5,26.3,55.3,150.2,0.9,44.5,204.4,4.6,1.5,70.8,354.6,5.0,6.2,10.4,2.2,18.8,7.1,64.9,0.8,1.0,1.8,2018
32,San Diego State,13,22.2,18.6,30.8,60.3,230.8,1.4,34.8,103.8,3.0,1.2,65.7,334.6,5.1,9.2,5.9,1.5,16.6,4.5,42.1,0.4,0.8,1.2,2018
33,Utah State,13,22.2,18.8,35.0,53.6,236.5,1.4,40.8,143.2,3.5,0.9,75.8,379.6,5.0,9.5,7.7,2.4,19.5,7.1,61.8,0.8,1.7,2.5,2018
34,Northern Illinois,14,22.6,19.4,34.2,56.8,247.8,1.2,40.5,109.2,2.7,1.1,74.7,357.0,4.8,11.5,6.3,2.6,20.4,5.9,45.2,0.8,0.6,1.4,2018
35,Wisconsin,13,22.6,16.1,27.8,57.9,189.1,1.1,34.9,155.1,4.4,1.3,62.7,344.2,5.5,8.3,7.5,1.8,17.7,3.4,32.4,0.8,1.1,1.9,2018
36,UCF,13,22.7,17.6,31.8,55.4,211.4,1.2,47.4,224.3,4.7,1.3,79.2,435.7,5.5,9.4,12.3,1.8,23.5,8.0,74.2,1.1,1.1,2.2,2018
37,Iowa State,13,22.9,21.2,33.8,62.7,234.2,1.8,35.2,115.0,3.3,0.8,69.1,349.2,5.1,10.6,7.5,0.8,18.9,6.2,60.5,0.6,0.6,1.2,2018
38,Stanford,13,22.9,21.8,35.8,60.7,264.0,1.1,36.6,146.1,4.0,1.3,72.5,410.1,5.7,11.8,7.9,1.2,20.9,6.3,61.2,0.5,0.8,1.3,2018
39,Louisiana Tech,13,23.0,16.9,29.9,56.6,191.6,1.2,37.8,149.7,4.0,1.8,67.7,341.3,5.0,8.7,8.9,1.5,19.1,5.6,56.9,0.7,1.0,1.7,2018
40,Texas Christian,13,23.1,17.4,31.3,55.5,199.6,1.3,38.4,138.6,3.6,1.5,69.7,338.2,4.9,8.9,8.5,1.2,18.6,5.6,44.2,0.7,0.9,1.6,2018
41,Northwestern,14,23.2,23.1,36.0,64.1,261.2,1.5,34.1,129.6,3.8,1.0,70.1,390.9,5.6,11.5,7.4,0.9,19.8,7.1,67.6,0.9,0.9,1.8,2018
42,Washington State,13,23.3,17.8,30.1,59.1,216.9,1.3,34.3,142.0,4.1,1.6,64.4,358.9,5.6,9.0,7.8,2.7,19.5,7.2,60.4,0.8,0.9,1.8,2018
43,North Texas,13,24.2,19.1,36.0,53.0,254.8,1.4,34.4,119.8,3.5,1.5,70.4,374.6,5.3,10.5,6.7,1.7,18.8,5.8,56.5,0.3,1.4,1.7,2018
44,Ohio,13,24.6,19.7,32.5,60.7,253.8,1.8,31.5,137.0,4.3,1.3,64.0,390.8,6.1,10.6,7.7,1.4,19.7,7.5,68.5,1.2,1.2,2.4,2018
45,North Carolina State,13,24.9,20.5,34.9,58.8,261.1,1.4,31.2,131.5,4.2,1.4,66.1,392.6,5.9,10.3,6.8,1.4,18.5,6.8,53.7,0.7,0.8,1.5,2018
46,Florida International,13,25.2,17.3,28.7,60.3,194.1,1.5,39.1,192.7,4.9,1.5,67.8,386.8,5.7,8.9,11.2,2.1,22.2,4.7,45.2,0.4,1.3,1.7,2018
47,Texas A&M,13,25.3,18.8,30.9,60.7,253.2,2.0,29.5,95.2,3.2,1.1,60.4,348.4,5.8,9.5,5.8,1.6,17.0,6.7,56.7,0.3,0.5,0.8,2018
48,Kansas State,12,25.4,21.3,35.3,60.1,245.8,1.7,32.3,158.0,4.9,1.2,67.7,403.8,6.0,11.6,8.3,1.3,21.0,5.8,50.8,0.7,0.9,1.6,2018
49,Oregon,13,25.4,19.8,34.8,56.9,241.6,1.8,38.5,146.7,3.8,1.0,73.3,388.3,5.3,11.4,7.8,1.8,21.0,5.6,42.8,0.5,1.3,1.8,2018
50,Arizona State,13,25.5,18.9,31.4,60.3,233.8,1.5,39.2,171.5,4.4,1.3,70.6,405.4,5.7,10.5,9.9,2.0,22.5,5.8,53.2,0.7,0.9,1.6,2018
51,Miami (OH),12,25.5,17.7,30.3,58.2,208.5,1.8,39.8,159.8,4.0,1.6,70.1,368.3,5.3,9.4,9.2,2.1,20.7,6.8,64.8,0.7,0.7,1.3,2018
52,Missouri,13,25.5,19.1,34.2,55.7,262.0,1.8,34.2,126.5,3.7,0.8,68.4,388.5,5.7,10.5,6.5,1.8,18.8,6.7,58.4,0.5,0.8,1.2,2018
53,Ohio State,14,25.5,19.4,34.9,55.6,245.2,1.3,34.9,158.8,4.6,1.8,69.8,404.0,5.8,10.3,7.4,2.6,20.3,5.8,55.8,0.9,0.8,1.6,2018
54,Arkansas State,13,25.6,14.8,26.0,57.1,177.8,1.8,40.3,191.6,4.8,1.6,66.3,369.4,5.6,6.8,9.2,1.9,17.8,6.3,58.4,0.6,0.9,1.5,2018
55,Boston College,12,25.7,20.8,36.8,56.6,247.8,1.4,40.8,154.4,3.8,1.6,77.6,402.3,5.2,11.3,8.5,1.6,21.4,5.3,41.7,0.7,1.5,2.2,2018
56,Air Force,12,25.8,16.7,27.2,61.3,244.0,1.9,33.8,116.9,3.5,1.4,61.0,360.9,5.9,10.1,6.3,1.0,17.4,5.9,51.4,0.6,0.6,1.2,2018
57,Buffalo,14,25.9,15.5,28.9,53.7,194.2,1.7,38.9,161.3,4.2,1.6,67.7,355.5,5.3,7.6,9.1,1.2,18.0,7.6,77.6,0.7,1.0,1.7,2018
58,Texas,14,25.9,21.5,35.4,60.8,262.3,1.9,34.7,131.4,3.8,1.3,70.1,393.6,5.6,11.3,7.4,1.9,20.6,6.4,67.6,0.6,0.9,1.4,2018
59,Minnesota,13,26.5,20.4,31.5,64.8,212.4,1.6,33.5,173.4,5.2,1.5,65.0,385.8,5.9,9.2,7.8,1.2,18.2,5.5,52.2,0.8,0.8,1.6,2018
60,Charlotte,12,26.6,18.3,27.7,66.0,231.7,1.7,30.6,105.4,3.4,1.4,58.3,337.1,5.8,9.7,5.3,1.4,16.4,4.5,41.8,0.6,0.8,1.3,2018
61,Vanderbilt,13,26.6,19.8,32.2,61.5,244.2,1.7,39.2,194.7,5.0,1.5,71.4,438.9,6.1,10.5,11.5,1.3,23.4,6.6,56.3,0.7,1.0,1.7,2018
62,Middle Tennessee State,14,26.7,17.7,30.9,57.4,213.2,1.9,38.4,165.1,4.3,1.2,69.3,378.4,5.5,8.7,9.2,2.1,20.0,5.9,51.1,0.6,1.1,1.7,2018
63,Nevada,13,26.9,20.5,34.5,59.2,245.5,2.2,39.2,142.0,3.6,1.1,73.8,387.5,5.3,10.6,7.2,1.8,19.7,6.4,54.0,0.8,0.8,1.7,2018
64,Syracuse,13,27.0,19.6,35.6,55.1,264.1,1.5,37.5,162.5,4.3,1.5,73.2,426.5,5.8,10.2,8.0,1.7,19.9,7.6,61.5,1.0,1.4,2.4,2018
65,USC,12,27.0,19.9,33.9,58.7,223.3,1.7,38.3,164.8,4.3,1.7,72.2,388.1,5.4,10.7,7.8,2.0,20.5,5.8,56.9,0.5,0.3,0.8,2018
66,Temple,13,27.1,18.5,33.7,55.0,187.4,1.8,45.8,187.1,4.1,1.7,79.5,374.5,4.7,8.9,10.9,3.0,22.8,6.4,51.4,1.0,1.4,2.4,2018
67,Akron,12,27.2,18.5,30.6,60.5,191.1,1.1,44.2,200.9,4.5,1.9,74.8,392.0,5.2,9.3,10.6,1.5,21.3,6.3,63.3,0.9,0.8,1.8,2018
68,South Carolina,13,27.2,20.2,32.5,62.1,229.0,0.9,43.5,199.5,4.6,2.2,75.9,428.5,5.6,11.6,11.8,2.1,25.5,6.5,58.9,0.7,0.5,1.2,2018
69,West Virginia,12,27.2,20.6,32.4,63.5,258.7,1.8,37.1,148.2,4.0,1.3,69.5,406.8,5.9,10.9,9.6,1.6,22.1,6.8,60.1,0.8,1.3,2.0,2018
70,Central Michigan,12,27.3,14.5,25.5,56.9,150.7,0.9,46.2,204.7,4.4,2.3,71.7,355.3,5.0,7.8,10.3,2.4,20.4,5.9,58.3,1.0,0.8,1.8,2018
71,Colorado,12,27.3,19.0,33.6,56.6,233.8,1.9,39.0,146.5,3.8,1.0,72.6,380.3,5.2,9.7,8.3,2.3,20.3,7.2,64.6,0.6,0.7,1.3,2018
72,Duke,13,27.4,17.6,32.1,54.9,199.5,1.3,42.0,209.3,5.0,2.1,74.1,408.8,5.5,9.5,10.3,1.1,20.9,5.4,52.8,0.7,0.3,1.0,2018
73,Tulane,13,27.5,18.4,35.2,52.3,258.2,1.9,38.0,148.5,3.9,1.5,73.2,406.8,5.6,11.2,8.2,2.2,21.5,6.3,56.7,0.5,0.9,1.4,2018
74,Texas State,12,27.7,18.7,32.3,57.9,201.6,1.3,40.1,182.3,4.5,1.6,72.3,383.9,5.3,8.9,8.3,1.3,18.4,5.6,51.2,1.0,0.5,1.5,2018
75,Pitt,14,27.8,16.4,29.3,55.9,209.3,1.7,36.9,179.1,4.9,1.7,66.2,388.4,5.9,8.9,9.0,2.1,20.0,5.1,40.9,0.6,0.6,1.3,2018
76,Western Kentucky,12,27.8,19.0,33.8,56.2,248.8,1.4,37.8,173.7,4.6,1.6,71.7,422.4,5.9,10.6,9.3,1.8,21.7,5.9,60.9,0.5,1.0,1.5,2018
77,Tennessee,12,27.9,18.4,29.2,63.1,222.9,1.8,37.3,155.2,4.2,1.7,66.4,378.1,5.7,10.3,8.6,1.3,20.3,5.7,42.9,0.5,0.8,1.3,2018
78,Maryland,12,28.7,15.3,28.3,54.3,206.5,1.6,42.0,183.9,4.4,1.7,70.3,390.4,5.6,8.6,10.2,2.8,21.5,4.8,42.3,0.4,1.5,1.9,2018
79,Georgia Tech,13,29.3,18.1,27.9,64.7,211.3,1.8,34.0,158.3,4.7,1.7,61.9,369.6,6.0,9.6,9.6,0.9,20.2,4.3,35.3,0.9,0.9,1.8,2018
80,Tulsa,12,29.6,15.0,25.8,58.1,174.6,0.9,46.1,234.3,5.1,2.2,71.9,408.9,5.7,7.9,11.3,2.3,21.5,6.7,56.8,0.9,0.8,1.7,2018
81,Indiana,12,29.9,18.8,30.8,61.0,240.6,2.3,39.9,183.2,4.6,1.4,70.7,423.8,6.0,10.8,9.6,2.3,22.7,6.7,66.6,1.1,1.1,2.2,2018
82,Kansas,12,30.0,19.5,30.1,64.8,246.8,1.9,38.6,172.4,4.5,1.8,68.7,419.2,6.1,10.7,9.8,1.4,21.9,6.0,55.3,0.9,1.3,2.3,2018
83,Purdue,13,30.0,23.2,37.2,62.3,284.7,1.7,38.4,167.9,4.4,1.9,75.5,452.6,6.0,12.5,9.1,2.0,23.6,7.4,70.7,0.2,0.8,1.1,2018
84,Toledo,13,30.5,21.8,35.8,60.9,255.1,1.5,38.2,177.2,4.6,2.4,73.9,432.3,5.8,10.8,8.9,2.4,22.1,7.7,70.9,0.7,0.9,1.6,2018
85,Virginia Tech,13,31.0,17.9,30.1,59.6,228.4,1.4,38.5,210.3,5.5,2.5,68.6,438.7,6.4,9.2,9.4,1.7,20.3,6.5,45.2,0.9,0.5,1.5,2018
86,Texas Tech,12,31.1,20.5,36.2,56.7,288.3,2.3,39.3,160.6,4.1,1.3,75.4,448.9,6.0,11.8,8.9,2.3,23.1,7.3,61.8,0.5,1.0,1.5,2018
87,UTSA,12,31.2,19.1,29.2,65.4,275.3,2.1,38.6,160.5,4.2,1.7,67.8,435.8,6.4,11.6,8.3,1.1,21.0,6.5,61.2,0.8,0.8,1.6,2018
88,Nebraska,12,31.3,19.8,35.3,56.1,237.8,1.3,39.1,195.8,5.0,2.4,74.4,433.6,5.8,10.8,9.5,2.4,22.7,6.5,56.8,0.8,0.9,1.7,2018
89,Rutgers,12,31.4,16.4,29.5,55.6,187.1,1.8,40.8,214.4,5.3,2.1,70.3,401.5,5.7,9.3,9.6,2.3,21.2,6.5,63.0,0.5,0.8,1.3,2018
90,Florida State,12,31.5,20.6,37.8,54.5,267.7,2.5,41.8,149.6,3.6,1.3,79.5,417.3,5.2,11.3,8.5,2.1,21.9,5.8,50.6,0.3,1.0,1.3,2018
