Rk,School,G,Pts,Cmp,Att,Pct,Yds,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,Pass,Rush,Pen,Tot,No.,Yds,Fum,Int,TO,year
44,Missouri,13,23.5,23.5,37.5,62.8,252.6,1.5,35.6,127.4,3.6,1.3,73.1,380.0,5.2,11.6,7.8,1.3,20.7,5.9,44.8,0.7,1.0,1.7,2011
45,USC,12,23.6,24.3,38.1,63.9,263.3,1.4,30.8,111.4,3.6,1.4,68.8,374.8,5.4,14.2,6.3,1.1,21.6,7.3,61.2,0.7,0.8,1.4,2011
46,Iowa,13,23.8,19.7,31.8,62.0,222.9,1.6,42.2,156.0,3.7,1.2,74.0,378.9,5.1,11.1,9.1,1.2,21.4,6.4,53.9,0.7,0.8,1.5,2011
47,Virginia,13,23.8,16.8,31.4,53.7,212.2,1.5,35.4,139.5,3.9,1.2,66.8,351.7,5.3,8.7,7.1,1.5,17.3,5.2,48.8,0.7,0.9,1.6,2011
48,California,13,24.2,17.2,30.5,56.4,204.2,1.5,34.0,128.7,3.8,1.3,64.5,332.9,5.2,7.8,7.5,2.0,17.4,7.5,66.6,0.8,0.9,1.8,2011
49,Connecticut,12,24.3,20.7,35.8,57.8,281.0,1.8,32.1,85.7,2.7,0.9,67.8,366.7,5.4,11.3,5.7,1.0,17.9,8.0,68.3,1.1,1.5,2.6,2011
50,Eastern Michigan,12,24.3,18.7,31.0,60.2,209.8,1.7,33.9,140.5,4.1,1.0,64.9,350.3,5.4,10.7,6.3,1.8,18.8,4.7,38.3,0.6,0.4,1.0,2011
51,Kent State,12,24.3,16.8,30.1,55.7,196.3,0.9,37.0,129.8,3.5,1.3,67.1,326.2,4.9,8.9,7.1,1.6,17.6,4.8,44.2,1.4,1.2,2.6,2011
52,Oregon,14,24.6,22.4,37.8,59.2,247.3,1.8,39.1,142.8,3.6,1.0,76.9,390.1,5.1,11.4,8.0,2.1,21.6,6.3,51.6,0.9,1.2,2.1,2011
53,Kentucky,12,24.7,14.6,28.5,51.2,193.8,1.6,40.6,183.2,4.5,1.2,69.1,377.0,5.5,8.3,10.1,1.2,19.5,6.2,53.3,0.8,1.3,2.1,2011
54,North Carolina State,13,24.7,18.0,31.3,57.5,223.7,1.3,35.2,131.2,3.7,1.4,66.5,354.9,5.3,9.6,7.2,0.8,17.7,5.0,46.8,0.9,2.1,3.0,2011
55,North Carolina,13,24.8,21.3,35.0,60.9,241.3,1.8,34.8,123.9,3.6,0.9,69.8,365.2,5.2,10.8,7.5,1.5,19.9,5.2,40.3,0.8,1.1,1.8,2011
56,Western Kentucky,12,24.8,18.2,32.7,55.6,238.9,1.7,30.8,134.8,4.4,1.5,63.5,373.8,5.9,10.7,6.3,1.9,18.8,7.2,62.6,0.6,1.1,1.7,2011
57,San Diego State,13,25.0,15.7,28.0,56.0,221.7,1.4,41.0,169.5,4.1,1.8,69.0,391.2,5.7,8.2,9.2,1.3,18.7,6.0,49.5,1.0,1.2,2.2,2011
58,Nevada,13,25.2,16.4,33.9,48.3,221.8,1.9,32.7,147.4,4.5,1.2,66.6,369.2,5.5,9.8,7.1,1.8,18.6,6.5,52.8,0.8,1.2,1.9,2011
59,Louisiana-Monroe,12,25.4,20.3,34.8,58.4,226.2,1.9,32.2,100.0,3.1,1.1,67.0,326.2,4.9,10.3,6.2,1.2,17.6,5.9,48.1,0.7,1.1,1.8,2011
60,Georgia Tech,13,26.1,16.6,29.7,56.0,197.8,1.8,35.7,161.5,4.5,1.5,65.4,359.3,5.5,9.1,8.5,0.8,18.4,4.2,28.0,0.5,1.1,1.6,2011
61,Oklahoma State,13,26.8,24.8,41.6,59.5,271.8,1.2,42.2,184.9,4.4,1.8,83.8,456.8,5.5,13.8,10.2,1.2,25.3,5.5,42.0,1.5,1.8,3.4,2011
62,Purdue,13,26.8,17.8,30.8,57.9,221.0,1.3,40.8,174.9,4.3,1.9,71.7,395.9,5.5,10.4,9.5,2.1,21.9,5.5,49.3,0.7,0.9,1.6,2011
63,West Virginia,13,26.8,19.6,34.5,56.9,203.5,1.2,36.3,144.8,4.0,1.6,70.8,348.2,4.9,9.9,7.2,1.4,18.5,6.7,55.6,0.7,1.1,1.8,2011
64,Tulsa,13,27.3,23.6,39.7,59.5,286.3,1.9,39.2,128.5,3.3,1.5,78.8,414.8,5.3,12.8,7.8,1.5,22.1,5.4,50.4,0.8,1.4,2.2,2011
65,Wake Forest,13,27.4,19.5,34.2,57.2,227.9,1.7,37.0,169.8,4.6,1.6,71.2,397.8,5.6,9.2,8.9,1.7,19.8,5.4,46.2,0.6,1.0,1.6,2011
66,Northwestern,13,27.7,16.6,27.4,60.7,230.4,1.2,39.5,177.3,4.5,2.1,66.8,407.7,6.1,9.7,9.8,1.0,20.5,5.3,46.2,0.6,0.9,1.5,2011
67,Wyoming,13,27.8,15.5,25.4,60.9,199.6,1.4,45.5,232.0,5.1,2.2,70.9,431.6,6.1,9.1,11.8,1.2,22.2,6.8,60.0,1.4,1.0,2.4,2011
68,Kansas State,13,27.9,23.2,36.8,63.0,263.4,2.0,33.0,131.2,4.0,1.4,69.8,394.6,5.7,11.6,7.6,1.1,20.3,6.5,64.4,0.7,1.4,2.1,2011
69,Utah State,13,27.9,22.1,36.5,60.5,238.5,1.3,36.9,127.8,3.5,1.7,73.4,366.2,5.0,11.2,7.9,2.8,21.8,5.9,50.2,0.8,0.3,1.2,2011
70,Texas A&M,13,28.2,24.5,39.3,62.4,276.3,1.5,39.1,101.8,2.6,1.9,78.4,378.2,4.8,11.8,8.2,2.2,22.1,7.5,57.4,0.6,0.5,1.2,2011
71,Army,12,28.3,11.8,20.4,57.6,164.3,1.6,40.1,194.9,4.9,2.0,60.5,359.3,5.9,6.8,10.8,1.1,18.8,4.8,37.5,0.8,0.7,1.4,2011
72,Air Force,13,28.4,14.9,23.8,62.8,166.8,1.6,44.3,219.7,5.0,1.8,68.1,386.5,5.7,8.1,11.9,1.0,21.0,6.5,57.1,1.1,0.9,2.0,2011
73,Syracuse,12,28.5,21.6,34.6,62.4,258.3,1.8,36.3,128.2,3.5,1.3,70.9,386.4,5.4,10.9,7.9,2.3,21.2,7.0,58.9,0.9,0.8,1.8,2011
74,Arizona State,13,28.6,22.8,34.6,65.8,273.0,1.6,35.0,149.1,4.3,1.6,69.6,422.1,6.1,11.7,7.3,2.5,21.5,7.9,72.4,1.3,1.2,2.5,2011
75,Marshall,13,28.6,22.2,35.4,62.6,255.2,1.8,36.2,149.8,4.1,1.5,71.5,405.0,5.7,12.5,7.6,1.1,21.2,5.2,41.5,1.2,1.1,2.2,2011
76,Western Michigan,13,28.7,18.9,30.5,62.0,215.0,1.4,40.7,219.7,5.4,1.8,71.2,434.7,6.1,9.9,10.7,1.8,22.4,6.5,54.5,1.5,0.9,2.4,2011
77,Bowling Green State,12,28.8,17.3,30.5,56.6,202.6,1.2,41.3,203.4,4.9,2.0,71.8,406.0,5.7,9.4,10.3,1.3,21.0,6.3,51.8,0.8,0.5,1.3,2011
78,Auburn,13,28.9,19.2,30.4,63.3,218.8,1.8,40.8,189.2,4.6,1.5,71.2,408.0,5.7,10.4,10.6,1.4,22.4,5.5,41.5,0.9,0.8,1.8,2011
79,Navy,12,28.9,21.4,28.8,74.3,226.9,1.2,38.7,186.9,4.8,2.7,67.5,413.8,6.1,11.3,10.8,0.4,22.4,4.7,41.5,1.2,0.8,2.0,2011
80,Hawaii,13,29.1,19.0,32.6,58.3,244.9,2.2,36.5,142.5,3.9,1.5,69.2,387.4,5.6,11.2,7.8,1.3,20.4,6.2,56.6,0.8,1.1,1.8,2011
81,Clemson,14,29.3,17.4,29.8,58.3,217.5,1.9,40.6,176.9,4.4,1.5,70.4,394.4,5.6,9.2,9.4,1.6,20.2,5.6,50.1,0.6,1.0,1.6,2011
82,Buffalo,12,29.4,15.8,26.7,59.1,203.7,2.1,42.4,181.2,4.3,1.8,69.1,384.8,5.6,9.3,8.6,0.8,18.8,5.0,46.3,0.6,0.5,1.1,2011
83,Iowa State,13,29.4,18.5,32.7,56.7,234.0,1.3,42.6,193.5,4.5,1.8,75.3,427.5,5.7,10.3,11.2,1.3,22.8,5.5,44.5,1.0,0.8,1.8,2011
84,Louisiana,13,29.8,23.2,36.8,63.0,261.3,1.8,37.2,138.6,3.7,2.0,74.0,399.9,5.4,12.1,7.2,1.8,21.1,7.2,61.2,0.7,1.1,1.8,2011
85,Northern Illinois,14,30.3,19.4,34.1,56.7,247.9,2.1,41.6,167.4,4.0,1.6,75.7,415.2,5.5,10.9,10.2,1.7,22.8,6.1,54.1,0.9,0.9,1.8,2011
86,San Jose State,12,30.3,17.5,28.3,61.8,221.3,1.6,41.8,204.3,4.9,2.2,70.2,425.7,6.1,9.6,10.2,1.3,21.0,4.8,43.3,1.7,1.1,2.8,2011
87,UTEP,12,30.3,20.2,33.7,59.9,251.7,1.3,36.2,189.8,5.2,2.0,69.8,441.5,6.3,10.8,9.7,1.2,21.7,5.3,48.0,0.6,1.0,1.6,2011
88,North Texas,12,30.7,21.4,35.8,59.9,265.8,2.3,34.9,163.5,4.7,1.5,70.7,429.3,6.1,12.3,8.3,1.0,21.5,5.0,41.3,1.4,0.8,2.2,2011
89,Oregon State,12,30.8,18.6,29.0,64.1,214.4,2.3,41.0,196.8,4.8,1.8,70.0,411.3,5.9,10.2,10.3,2.6,23.1,6.2,56.2,1.0,0.9,1.9,2011
90,Duke,12,31.2,16.2,28.2,57.4,244.8,1.9,36.8,180.7,4.9,1.8,64.9,425.4,6.6,9.8,9.3,1.0,20.2,5.7,53.7,0.5,0.5,1.0,2011
91,Colorado State,12,31.3,15.1,24.4,61.8,179.6,1.6,42.5,233.7,5.5,2.3,66.9,413.3,6.2,8.1,11.4,1.4,20.9,5.5,56.3,1.2,0.7,1.8,2011
92,UCLA,14,31.4,21.3,33.6,63.3,226.6,2.0,37.0,190.6,5.2,1.9,70.6,417.1,5.9,10.8,9.9,1.6,22.3,5.7,54.4,0.5,1.0,1.5,2011
93,Minnesota,12,31.7,19.9,29.4,67.7,216.7,1.9,38.3,186.4,4.9,1.9,67.7,403.1,6.0,10.2,10.5,1.6,22.3,4.5,37.1,0.4,0.3,0.8,2011
94,Toledo,13,31.7,22.0,35.2,62.6,268.8,2.6,33.7,132.8,3.9,1.3,68.8,401.5,5.8,11.5,7.5,2.1,21.0,5.5,42.5,1.2,1.1,2.3,2011
95,Washington State,12,31.8,19.2,29.8,64.2,252.4,2.0,35.8,157.2,4.4,1.6,65.6,409.6,6.2,10.9,7.0,1.7,19.6,8.1,69.1,0.8,0.7,1.4,2011
96,Ole Miss,12,32.1,15.6,25.5,61.1,194.4,1.4,41.7,224.9,5.4,2.2,67.2,419.3,6.2,8.8,10.3,1.6,20.7,5.0,38.3,0.6,0.8,1.4,2011
97,East Carolina,12,32.3,17.8,29.5,60.5,202.2,1.4,38.3,174.2,4.5,2.0,67.8,376.3,5.5,9.0,9.3,1.4,19.8,4.9,41.8,1.2,0.6,1.8,2011
98,Central Michigan,12,33.3,19.1,31.2,61.2,241.8,2.0,41.2,187.0,4.5,1.9,72.3,428.8,5.9,10.9,9.1,1.7,21.7,5.3,47.2,0.3,0.7,0.9,2011
99,Idaho,12,33.3,23.6,36.7,64.3,278.3,2.3,37.9,158.6,4.2,1.5,74.6,436.8,5.9,12.3,8.6,1.8,22.7,6.2,52.8,0.8,0.8,1.6,2011
100,Rice,12,33.3,20.5,33.3,61.7,278.7,2.7,38.1,183.4,4.8,1.5,71.3,462.1,6.5,10.8,9.5,1.0,21.3,4.3,37.5,1.2,1.1,2.3,2011
101,Troy,12,33.7,20.3,32.5,62.6,261.4,1.9,44.8,203.6,4.5,2.1,77.3,465.0,6.0,11.1,10.1,1.4,22.6,5.0,42.2,0.9,0.7,1.6,2011
102,Maryland,12,34.3,20.4,31.1,65.7,237.4,1.5,47.0,219.8,4.7,2.6,78.1,457.2,5.9,10.7,11.8,1.4,23.9,5.3,45.6,1.3,0.9,2.3,2011
103,Ball State,12,34.7,20.5,30.8,66.7,284.3,2.4,44.6,226.0,5.1,1.8,75.3,510.3,6.8,12.7,12.3,1.0,25.9,7.0,72.3,0.6,0.8,1.4,2011
104,Florida Atlantic,12,34.7,20.9,31.4,66.6,223.3,1.6,42.0,168.9,4.0,2.3,73.4,392.3,5.3,10.2,10.0,2.0,22.2,5.8,49.0,0.7,0.8,1.5,2011
105,Memphis,12,35.1,23.3,36.0,64.6,299.4,2.3,37.9,191.6,5.1,2.1,73.9,491.0,6.6,13.8,9.0,1.3,24.0,5.8,48.9,1.5,1.0,2.5,2011
106,Fresno State,13,35.2,18.7,33.7,55.5,269.2,1.6,34.7,166.6,4.8,2.6,68.4,435.8,6.4,11.4,7.4,1.8,20.5,5.7,53.8,0.3,0.4,0.7,2011
107,Arizona,12,35.4,23.5,35.7,65.9,298.9,1.8,34.3,161.6,4.7,2.5,69.9,460.5,6.6,13.2,7.3,2.5,23.0,7.2,67.3,0.4,0.9,1.3,2011
108,Washington,13,35.9,23.5,37.4,62.8,284.6,1.7,33.2,168.7,5.1,2.5,70.5,453.3,6.4,12.8,8.3,1.7,22.8,6.9,55.4,1.0,0.8,1.8,2011
109,Colorado,13,36.5,20.8,31.8,65.5,255.4,2.6,34.9,183.9,5.3,2.0,66.8,439.3,6.6,11.9,9.8,1.9,23.6,6.7,71.0,0.6,0.5,1.2,2011
110,Middle Tennessee State,12,36.8,17.3,27.4,63.2,211.6,1.5,49.2,229.5,4.7,3.1,76.6,441.1,5.8,9.3,12.0,1.1,22.4,5.9,49.0,1.3,0.3,1.7,2011
111,New Mexico State,13,36.8,20.0,33.5,59.6,243.4,2.0,40.6,218.8,5.4,2.5,74.2,462.2,6.2,10.9,11.3,1.8,24.1,4.5,39.4,0.9,0.8,1.7,2011
112,UAB,12,36.8,23.8,33.6,71.0,282.3,2.2,38.8,203.3,5.2,2.2,72.4,485.6,6.7,13.3,11.3,1.4,25.9,6.0,54.1,1.0,0.8,1.8,2011
113,Baylor,13,37.2,24.2,38.1,63.6,291.1,2.8,38.2,197.4,5.2,2.2,76.3,488.5,6.4,12.5,9.8,2.2,24.5,7.1,60.2,1.0,1.2,2.2,2011
114,Indiana,12,37.3,15.1,25.2,59.9,215.0,2.2,46.0,243.7,5.3,2.1,71.2,458.7,6.4,8.5,12.7,0.9,22.1,5.9,52.3,0.9,0.4,1.3,2011
115,Tulane,13,37.5,20.0,32.5,61.6,245.4,1.5,35.9,164.9,4.6,2.8,68.4,410.3,6.0,10.8,8.8,1.2,20.9,4.9,39.9,0.5,0.9,1.5,2011
116,Akron,12,38.5,16.1,25.5,63.1,207.6,1.9,44.6,219.6,4.9,2.8,70.1,427.2,6.1,9.9,11.1,1.0,22.0,5.8,56.0,1.1,0.2,1.3,2011
117,Texas Tech,12,39.3,15.8,26.2,60.5,226.8,2.0,49.2,258.8,5.3,2.8,75.3,485.6,6.4,9.4,13.3,2.0,24.7,7.1,60.7,1.2,0.4,1.6,2011
118,UNLV,12,40.4,17.5,28.8,60.9,249.0,2.3,39.8,194.2,4.9,2.5,68.6,443.2,6.5,10.4,10.1,1.7,22.2,4.3,35.7,1.1,0.6,1.7,2011
119,New Mexico,12,41.7,20.3,28.0,72.6,245.2,1.8,45.1,246.9,5.5,3.8,73.1,492.1,6.7,11.3,13.0,0.8,25.2,5.6,49.3,0.8,0.3,1.1,2011
120,Kansas,12,43.8,21.7,31.2,69.5,277.3,2.3,41.0,239.1,5.8,3.2,72.2,516.4,7.2,11.6,12.8,1.2,25.5,5.2,45.3,0.8,0.7,1.5,2011
1,Texas Christian,13,12.0,12.1,24.8,48.6,128.8,0.8,30.1,99.7,3.3,0.7,54.9,228.5,4.2,5.2,5.8,1.0,12.0,4.9,39.0,0.8,0.9,1.7,2010
2,Boise State,13,12.8,14.6,28.5,51.2,150.9,0.6,35.5,103.8,2.9,0.9,64.0,254.7,4.0,7.1,6.5,1.2,14.8,5.5,46.8,1.0,1.1,2.1,2010
3,Alabama,13,13.5,14.8,28.2,52.3,176.2,0.9,33.5,110.2,3.3,0.5,61.7,286.4,4.6,7.6,6.5,1.1,15.2,5.5,44.2,0.3,1.7,2.0,2010
4,West Virginia,13,13.5,17.5,30.2,58.0,174.6,0.9,31.5,86.5,2.7,0.2,61.8,261.1,4.2,7.5,5.0,1.2,13.7,6.1,57.8,0.8,0.9,1.8,2010
5,Ohio State,13,14.3,15.9,29.6,53.8,165.5,0.7,31.1,96.7,3.1,0.7,60.7,262.2,4.3,7.8,5.6,1.0,14.5,5.2,42.8,0.8,1.5,2.3,2010
6,Missouri,13,16.1,19.2,33.9,56.5,203.5,1.0,37.2,152.9,4.1,0.9,71.2,356.4,5.0,9.7,7.8,1.6,19.1,6.2,47.2,0.8,1.4,2.2,2010
7,Iowa,13,17.0,22.9,36.8,62.2,230.5,0.9,31.3,101.5,3.2,1.0,68.2,332.1,4.9,10.5,7.5,1.2,19.2,6.5,57.9,0.4,1.5,1.8,2010
8,UCF,14,17.1,18.4,33.9,54.3,207.0,1.5,32.2,108.4,3.4,0.6,66.1,315.4,4.8,9.6,6.7,1.1,17.4,4.4,37.4,0.4,1.2,1.6,2010
9,Nebraska,14,17.4,13.6,27.9,48.7,153.6,0.9,39.3,153.1,3.9,0.9,67.1,306.8,4.6,7.3,7.6,2.1,17.0,4.5,39.4,0.3,1.4,1.6,2010
10,Stanford,13,17.4,18.5,32.6,56.8,202.0,1.2,31.2,120.8,3.9,0.9,63.8,322.8,5.1,9.6,7.5,1.4,18.5,6.2,49.3,0.9,1.4,2.3,2010
11,LSU,13,18.2,15.1,26.5,57.0,169.8,1.2,36.8,137.3,3.7,1.2,63.2,307.2,4.9,7.4,7.4,1.5,16.2,5.4,42.7,1.0,1.5,2.5,2010
12,Oregon,13,18.7,20.2,37.6,53.8,217.9,1.2,36.5,128.1,3.5,0.8,74.1,346.0,4.7,10.8,6.7,2.2,19.6,6.4,51.9,1.2,1.6,2.8,2010
13,Clemson,13,18.8,15.8,29.4,53.7,191.8,1.4,37.2,128.5,3.5,0.6,66.6,320.3,4.8,8.1,7.1,1.9,17.1,6.8,64.6,0.4,1.2,1.5,2010
14,Northern Illinois,14,18.9,18.8,32.0,58.7,208.2,1.1,32.8,126.5,3.9,1.1,64.8,334.7,5.2,9.5,6.9,1.5,17.9,5.6,52.9,0.6,1.1,1.8,2010
15,Pitt,13,19.0,17.2,30.3,56.9,185.1,1.2,34.1,120.0,3.5,0.9,64.4,305.1,4.7,8.7,7.8,2.0,18.5,5.5,51.8,0.7,1.0,1.7,2010
16,Temple,12,19.1,17.1,29.8,57.4,178.2,0.8,38.3,139.5,3.6,1.3,68.0,317.7,4.7,8.8,7.4,0.8,17.1,5.1,42.3,0.9,0.8,1.7,2010
17,Syracuse,13,19.3,16.0,28.3,56.5,165.3,1.2,37.5,136.2,3.6,1.1,65.8,301.5,4.6,7.3,7.8,1.6,16.7,6.8,56.0,0.6,0.7,1.3,2010
18,Louisville,13,19.4,14.5,26.4,54.8,167.4,1.2,36.2,144.3,4.0,1.1,62.6,311.7,5.0,7.5,7.6,1.8,16.9,6.5,52.0,0.8,0.7,1.5,2010
19,Boston College,13,19.5,24.9,39.2,63.5,226.9,1.1,30.9,82.8,2.7,0.5,70.2,309.7,4.4,11.2,5.3,1.4,17.9,5.3,45.8,1.0,1.5,2.5,2010
20,Florida State,14,19.6,19.9,34.1,58.3,225.0,1.2,37.8,128.7,3.4,0.9,71.9,353.7,4.9,9.6,8.1,2.2,20.0,7.0,55.4,0.9,1.1,1.9,2010
21,Mississippi State,13,19.8,19.8,34.3,57.8,237.8,1.5,33.5,119.1,3.6,0.8,67.8,356.8,5.3,10.8,7.3,1.3,19.4,6.0,47.5,1.2,1.0,2.2,2010
22,South Florida,13,20.0,18.3,31.1,58.9,192.3,1.4,36.2,125.6,3.5,0.6,67.2,317.9,4.7,9.0,7.2,1.1,17.3,7.2,60.5,0.4,1.2,1.5,2010
23,Notre Dame,13,20.2,21.1,33.8,62.3,215.1,0.8,35.8,142.2,4.0,1.2,69.6,357.2,5.1,9.6,7.5,1.0,18.1,6.9,59.6,0.5,1.4,1.9,2010
24,Utah,13,20.3,17.9,29.2,61.3,225.2,1.5,34.7,111.7,3.2,0.7,63.9,336.8,5.3,9.8,5.6,1.4,16.8,4.7,38.8,1.0,0.9,1.9,2010
25,Wisconsin,13,20.5,16.1,28.2,56.9,193.9,1.5,32.5,127.8,3.9,0.7,60.8,321.8,5.3,8.8,7.4,0.7,16.9,4.7,38.9,0.7,1.1,1.8,2010
26,Virginia Tech,14,20.6,16.0,30.6,52.2,205.6,1.4,33.2,155.9,4.7,1.3,63.9,361.5,5.7,9.1,6.8,1.5,17.4,6.6,55.9,0.6,1.6,2.3,2010
27,Miami (FL),13,20.7,12.5,25.2,49.7,150.5,0.7,42.0,172.8,4.1,1.5,67.2,323.3,4.8,7.2,8.2,1.5,16.8,6.2,51.4,0.9,1.2,2.2,2010
28,Air Force,13,21.1,13.5,24.7,54.8,147.8,0.8,42.2,201.5,4.8,1.8,66.9,349.3,5.2,7.5,10.4,0.8,18.6,4.3,34.8,0.8,0.9,1.7,2010
29,Florida,13,21.3,15.4,28.6,53.8,175.9,1.3,37.0,130.6,3.5,1.1,65.6,306.5,4.7,8.2,8.0,1.5,17.8,5.8,42.8,0.5,1.7,2.2,2010
30,North Carolina State,13,21.3,18.9,31.2,60.6,225.1,1.6,33.3,114.3,3.4,0.9,64.5,339.4,5.3,9.2,6.5,0.4,16.1,6.4,57.6,1.5,0.7,2.2,2010
31,Nevada,14,21.4,19.5,34.9,55.9,243.3,1.1,30.6,120.3,3.9,1.3,65.4,363.6,5.6,10.9,6.4,1.7,19.1,5.3,48.7,0.9,0.9,1.7,2010
32,Brigham Young,13,21.6,15.8,29.5,53.4,192.2,1.5,35.5,138.6,3.9,1.1,65.1,330.8,5.1,8.4,7.7,1.5,17.6,6.3,61.2,0.5,1.2,1.8,2010
33,Oklahoma,14,21.8,19.4,35.4,54.6,212.9,1.1,36.0,148.9,4.1,1.0,71.4,361.9,5.1,8.6,7.9,1.1,17.7,7.3,60.8,0.9,1.4,2.3,2010
34,Texas A&M,13,21.9,23.7,39.2,60.4,234.2,1.5,37.0,130.2,3.5,1.1,76.2,364.3,4.8,10.8,7.8,1.5,20.2,7.2,59.9,0.7,1.2,1.9,2010
35,Connecticut,13,22.0,20.1,34.2,58.7,223.5,1.2,36.8,143.2,3.9,1.0,71.0,366.8,5.2,9.6,8.2,1.0,18.8,5.8,44.8,0.8,1.5,2.4,2010
36,Georgia,13,22.1,13.4,24.4,54.9,181.3,1.2,39.3,147.2,3.7,1.8,63.7,328.5,5.2,7.8,8.5,1.4,17.8,4.8,36.0,0.8,1.2,2.0,2010
37,San Diego State,13,22.1,17.0,32.8,51.8,205.0,1.4,40.1,148.8,3.7,1.2,72.9,353.8,4.9,9.7,8.6,1.9,20.2,6.2,52.8,0.5,0.8,1.2,2010
38,Maryland,13,22.2,20.8,38.4,54.1,227.8,1.3,36.9,124.5,3.4,1.1,75.3,352.3,4.7,10.8,6.8,2.5,20.0,7.3,63.1,0.8,1.5,2.2,2010
39,Michigan State,13,22.3,18.7,32.5,57.6,220.1,1.5,34.7,133.7,3.9,1.2,67.2,353.8,5.3,10.1,7.3,1.8,19.2,5.9,50.2,0.5,1.3,1.8,2010
40,California,12,22.6,16.9,30.2,56.1,187.0,1.3,36.3,132.1,3.6,1.3,66.4,319.1,4.8,8.8,7.8,1.7,18.3,6.3,53.6,0.8,0.8,1.6,2010
41,Arizona,13,22.7,17.9,31.8,56.4,209.2,1.4,37.0,131.7,3.6,1.2,68.8,340.8,5.0,9.3,7.8,1.5,18.6,6.2,50.9,0.7,0.7,1.4,2010
42,Kent State,12,22.9,20.4,33.8,60.5,209.5,0.8,36.2,97.2,2.7,1.8,69.9,306.7,4.4,10.1,6.2,1.8,18.1,5.7,41.4,0.9,1.3,2.3,2010
43,South Carolina,14,23.1,20.6,32.9,62.8,241.9,1.6,33.4,112.4,3.4,0.9,66.2,354.4,5.4,10.5,7.1,0.9,18.6,5.6,46.6,1.1,0.7,1.9,2010
44,Miami (OH),14,23.2,17.2,30.3,56.8,210.6,1.0,32.0,127.6,4.0,2.0,62.3,338.2,5.4,9.3,6.3,1.3,16.9,5.6,49.5,1.0,1.5,2.5,2010
45,North Carolina,13,23.2,19.9,33.2,60.1,212.9,1.8,33.8,125.6,3.7,0.8,67.0,338.5,5.1,9.8,6.9,1.3,18.0,7.7,61.2,0.4,1.5,1.8,2010
46,Navy,13,23.3,22.3,32.6,68.4,224.7,1.7,36.2,165.8,4.6,1.2,68.8,390.5,5.7,11.5,8.8,0.5,20.8,5.3,46.5,1.2,0.5,1.8,2010
47,Arkansas,13,23.4,14.4,26.2,55.0,185.3,1.0,40.2,162.6,4.0,1.6,66.3,347.9,5.2,7.8,9.1,1.2,18.2,7.1,52.2,1.1,0.8,1.9,2010
48,Illinois,13,23.5,18.6,31.8,58.6,220.5,1.5,33.4,130.8,3.9,1.1,65.2,351.3,5.4,10.5,5.8,1.6,17.9,4.8,46.0,1.2,0.8,2.1,2010
49,Penn State,13,23.7,16.5,27.0,61.0,181.2,1.5,37.2,165.6,4.5,1.1,64.2,346.8,5.4,8.4,8.8,0.8,18.0,4.4,35.7,0.5,0.8,1.3,2010
50,Texas,12,23.7,14.4,25.4,56.7,161.6,1.1,39.8,138.6,3.5,1.8,65.3,300.2,4.6,6.9,7.7,1.6,16.2,6.1,56.4,0.8,0.7,1.5,2010
51,Ohio,13,23.8,19.1,31.4,60.8,230.3,1.6,35.2,123.1,3.5,1.3,66.6,353.4,5.3,10.2,7.0,1.4,18.6,5.7,45.2,0.6,1.3,1.9,2010
52,Western Michigan,12,23.8,17.3,29.4,58.6,221.3,1.7,38.4,166.6,4.3,1.1,67.8,387.8,5.7,10.0,7.4,1.5,18.9,7.0,60.0,1.3,1.3,2.5,2010
53,Auburn,14,24.1,23.2,36.8,63.1,259.3,1.8,32.0,109.1,3.4,1.1,68.8,368.4,5.4,11.9,7.4,2.0,21.4,4.9,40.4,0.7,0.9,1.6,2010
54,Army,13,24.3,14.4,25.2,57.2,199.1,1.7,32.8,139.2,4.2,1.4,57.9,338.2,5.8,8.1,7.9,1.5,17.5,5.6,43.3,1.2,1.1,2.3,2010
55,Arizona State,12,25.0,22.6,35.8,63.2,245.3,1.5,36.8,119.7,3.2,1.2,72.6,364.9,5.0,11.8,6.1,2.8,20.8,6.0,51.3,0.4,1.0,1.4,2010
56,Tennessee,13,25.1,19.4,33.8,57.4,229.6,1.1,36.5,152.5,4.2,1.8,70.2,382.2,5.4,10.3,8.0,1.3,19.6,6.8,51.0,0.8,1.4,2.2,2010
57,Georgia Tech,13,25.2,17.0,28.1,60.5,201.9,1.1,37.6,169.7,4.5,1.9,65.7,371.6,5.7,9.5,8.4,1.6,19.5,4.8,40.8,1.0,0.6,1.6,2010
58,Hawaii,14,25.5,18.7,31.8,58.9,221.7,1.7,37.4,135.9,3.6,1.4,69.2,357.6,5.2,10.4,7.7,1.0,19.1,6.4,55.9,1.1,1.6,2.7,2010
59,SMU,14,25.6,18.2,30.7,59.3,208.1,1.3,39.3,144.8,3.7,1.7,70.0,352.9,5.0,9.6,9.1,1.6,20.4,4.2,39.1,0.4,0.7,1.1,2010
60,Central Michigan,12,26.0,18.3,30.0,60.8,205.1,1.3,38.0,171.9,4.5,1.7,68.0,377.0,5.5,8.9,9.4,1.8,20.2,7.0,62.9,1.2,0.3,1.5,2010
61,Oklahoma State,13,26.4,27.4,43.8,62.5,275.8,1.8,38.4,133.7,3.5,1.2,82.2,409.5,5.0,12.2,8.3,1.8,22.3,6.2,50.5,1.2,1.5,2.6,2010
